signature,n,elements
aert,3,rate|tare|tear
adesw,3,sawed|wades|dawes
aehisstt,2,hastiest|atheists
ikn,2,ink|kin
awy,2,yaw|way
ortu,2,tour|rout
acenrv,2,craven|cavern
aensttu,2,tetanus|attunes
aehlmr,2,mahler|harlem
bdeeggrsu,2,debuggers|begrudges
bert,2,bert|bret
abdemru,2,rumbaed|bermuda
deeinrst,5,trendies|nerdiest|resident|inserted|dniester
losw,3,owls|slow|lows
bdenoru,2,rebound|bounder
adeginprv,2,depraving|pervading
ahmnnstu,2,huntsman|manhunts
ghotu,2,ought|tough
giiknrst,2,skirting|striking
acmps,2,camps|scamp
acginrsv,2,cravings|carvings
ehlost,4,hostel|helots|hotels|lhotse
ent,2,ten|net
bemors,2,somber|sombre
mopr,2,romp|prom
acdemor,3,comrade|caromed|mercado
aeilnrt,4,reliant|latrine|latiner|retinal
afhst,2,hafts|shaft
beilrst,2,bristle|blister
eipqsu,2,piques|equips
ilmo,2,limo|milo
eehst,3,thees|these|sheet
deimpru,2,umpired|dumpier
bdeiisssu,2,subsidise|subsidies
aeinrrt,3,terrain|retrain|trainer
efhiinrs,2,refinish|finisher
adeimrss,2,misreads|sidearms
adeimn,4,median|maiden|medina|damien
aeginnrs,2,earnings|grannies
deioprsv,2,provides|disprove
aeeilrsz,2,sleazier|realizes
ceortv,2,covert|vector
ceinor,2,enrico|corine
belmru,2,lumber|rumble
abelms,2,blames|ambles
acginost,3,coatings|agnostic|coasting
adeisswy,2,waysides|sideways
illsw,2,swill|wills
abceilrs,2,calibres|calibers
cceeghiknr,2,checkering|rechecking
aimmos,2,maoism|mimosa
oost,2,soot|soto
emmos,2,memos|somme
adehst,2,hasted|deaths
ego,2,geo|ego
acdeert,3,reacted|created|catered
deilrs,2,idlers|slider
als,2,las|sal
eimst,5,mites|smite|emits|items|times
adelor,4,loader|laredo|reload|ordeal
ekorrw,2,rework|worker
not,2,ton|not
cehkors,2,shocker|chokers
aacelmn,2,alcmena|manacle
aegnrs,3,angers|sanger|ranges
eilnn,2,linen|lenin
eilmpst,2,limpest|limpets
aersuz,2,suarez|azures
apsy,3,spay|yaps|pays
addeil,2,dialed|laddie
eilnno,2,lonnie|online
ahmss,2,smash|shams
hinst,2,thins|hints
acelor,2,carole|oracle
alw,2,awl|law
loop,3,loop|polo|pool
aijnn,2,jinan|ninja
adely,2,daley|delay
deeginrs,3,designer|resigned|redesign
ehoorst,2,hooters|shooter
eeimnosst,2,semitones|monetises
eilstv,2,livest|vilest
aekosttu,3,outtakes|stakeout|takeouts
aacllsuy,2,causally|casually
eginor,2,ignore|region
bdeilrt,2,dilbert|driblet
egiinprrs,3,reprising|respiring|springier
aceinort,2,reaction|creation
egoprru,2,grouper|regroup
eissu,2,issue|susie
aeknrst,2,tankers|rankest
ddeelu,3,dueled|eluded|delude
aepv,2,pave|vape
afrt,3,raft|frat|fart
acdef,2,decaf|faced
aeeijnn,2,jeannie|jeanine
bgru,2,burg|grub
int,2,nit|tin
cdeirst,2,directs|credits
efmorr,2,reform|former
abefllnoopsstu,2,tablespoonsful|tablespoonfuls
bstu,4,bust|tubs|stub|buts
abtu,4,tuba|batu|abut|tabu
aemrs,3,smear|mares|reams
aegrt,3,greta|great|grate
ceilorst,2,costlier|cloister
aaiks,2,sakai|kasai
aelorsvy,2,overlays|layovers
efirs,2,fires|fries
aeeiilrst,2,israelite|realities
ceinpr,2,pincer|prince
aemt,4,tame|mate|team|meat
chksu,2,shuck|kusch
aairt,3,atria|atari|tiara
deestw,2,stewed|tweeds
denorst,2,rodents|snorted
abddeiors,2,sideboard|broadside
deeirss,2,resides|desires
elrsstu,2,results|rustles
aegimnr,2,reaming|mangier
fhort,2,froth|forth
aglno,4,along|anglo|golan|logan
eilsst,3,islets|sliest|stiles
ddeegin,2,deeding|deigned
cnors,2,corns|scorn
benoors,2,robeson|osborne
ceorstv,2,coverts|vectors
aekmrr,3,remark|marker|kramer
deksy,2,dykes|skyed
acehrs,3,search|chaser|arches
eenrtu,3,tenure|tureen|neuter
ccdeeehkr,2,checkered|rechecked
deiostu,2,outside|tedious
deinrtu,2,intrude|untried
agims,2,agism|sigma
elorsw,3,slower|lowers|rowels
eeinrtu,3,retinue|uterine|reunite
ceenorssv,2,conserves|converses
in,2,in|ni
ikns,3,skin|sink|inks
beelrt,2,elbert|treble
abeginrt,2,rebating|berating
enorsw,2,worsen|owners
deforst,2,defrost|frosted
aceeiipprstt,2,peripatetics|precipitates
egnor,3,goner|goren|negro
adim,2,amid|maid
deegiinnrst,2,tenderising|ingredients
adei,2,idea|aide
acelpsu,2,capsule|upscale
aegmr,2,marge|gamer
eehloprrsstu,2,reupholsters|upholsterers
deinw,4,wined|edwin|widen|wendi
deerstw,2,strewed|wrested
adersw,2,waders|seward
aainrsst,2,artisans|tsarinas
akor,2,karo|okra
cdeirt,2,credit|direct
degir,2,dirge|ridge
aanrstt,2,tartans|rattans
hstu,4,thus|shut|huts|tush
hoops,2,hoops|poohs
ills,2,ills|sill
denrsu,2,sunder|nursed
adegmoprr,2,programed|deprogram
almu,2,alum|maul
deiinrsst,2,dirtiness|disinters
opt,3,opt|pot|top
ehiknrst,2,thinkers|rethinks
beinrtu,2,turbine|tribune
aelno,3,oneal|leona|alone
eginrr,2,erring|ringer
bdeeggru,2,begrudge|debugger
ceegnorv,2,converge|congreve
ehmorst,3,smother|thermos|mothers
forst,2,frost|forts
alors,2,orals|solar
aelpsst,2,pastels|staples
aelmst,2,metals|lamest
abnru,2,unbar|urban
cehorst,2,torches|hectors
aceelnru,2,laurence|cerulean
adelno,2,delano|loaned
adeinnoostt,2,detonations|denotations
aenw,3,wane|anew|wean
cerstu,3,custer|truces|cruets
cdeos,2,codes|coeds
aiilmnosttu,2,stimulation|mutilations
aeilmns,2,seminal|menials
acdeeilnrst,2,credentials|centralised
eeloprssty,2,polyesters|proselytes
degloss,2,godless|glossed
aeinrsstt,2,resistant|straitens
beert,2,ebert|beret
abelsy,2,belays|basely
eipqu,2,equip|pique
cerru,2,curer|recur
ceilnst,2,clients|stencil
alst,4,lats|slat|salt|last
allosw,2,sallow|allows
ademsu,2,amused|medusa
arwy,2,wary|awry
kory,2,kory|york
aeegnrsst,3,sergeants|greatness|estranges
abgiknr,2,barking|braking
aeeintttv,2,tentative|attentive
deloos,3,oodles|loosed|soloed
eginrss,4,resigns|singers|signers|ingress
bdeefir,2,briefed|debrief
eoprt,2,perot|trope
enosy,2,noyes|nosey
aefrst,2,faster|strafe
aeirstt,4,tastier|attires|artiest|artiste
aegilmnnt,2,lamenting|alignment
aailv,2,avail|avila
aekt,3,teak|take|kate
aaceilrsv,2,cavalries|cavaliers
dehoop,2,poohed|hooped
bgilnu,2,bluing|lubing
aginpr,2,paring|raping
aeelmnss,4,lameness|nameless|salesmen|maleness
abegmnoy,2,bogeyman|moneybag
diqsu,2,squid|quids
aaddms,2,saddam|addams
nrsu,2,urns|runs
aelprsst,3,psalters|plasters|staplers
aeegilnnt,2,inelegant|eglantine
beest,2,beset|beets
eirs,4,eris|reis|sire|rise
deer,2,deer|reed
eoprsstt,2,spotters|protests
ainst,4,saint|satin|antis|stain
eimnrv,2,vermin|mervin
abdrs,3,brads|bards|drabs
cdo,2,cod|doc
deeinv,3,veined|envied|endive
aft,2,aft|fat
aaceilsstu,2,actualises|casualties
cdeir,3,cider|riced|cried
affnors,2,sarnoff|saffron
aceelorss,2,escaroles|casserole
cnory,2,corny|crony
anrt,2,rant|tran
aepst,5,paste|spate|pates|septa|tapes
anov,2,avon|nova
deefgin,2,feeding|feigned
abet,4,bate|beta|abet|beat
aeill,3,leila|allie|lelia
ehort,2,other|throe
admnosy,2,mondays|dynamos
anosx,2,axons|saxon
adeimrs,3,sidearm|admires|misread
cderstu,2,crudest|crusted
bin,2,bin|nib
aadin,3,diana|naiad|nadia
eortw,2,tower|wrote
eorrsst,3,resorts|sorters|rosters
adirsu,2,darius|radius
cdeenorsv,2,conversed|conserved
cehir,3,cheri|erich|reich
deeprtu,2,erupted|reputed
adeeeglrv,2,everglade|leveraged
eimprss,3,premiss|impress|simpers
aeinpst,2,sapient|panties
aceln,2,lance|clean
aceelnv,2,enclave|valence
elmnot,2,molten|melton
eegginnr,2,reneging|greening
anry,3,nary|ryan|yarn
aeemns,2,enemas|seamen
accefiiinortt,2,rectification|certification
cdei,2,iced|dice
accilno,2,laconic|conical
aeeirstt,4,treatise|teariest|treaties|iterates
ailty,2,laity|italy
moor,3,moor|moro|room
deilos,3,soiled|oldies|isolde
apt,3,tap|apt|pat
afilr,2,flair|frail
deflno,2,enfold|fondle
besty,2,bytes|betsy
acehopr,2,pechora|poacher
adel,5,leda|lead|deal|dale|lade
aelsv,3,slave|salve|vales
aor,2,ora|oar
adeeimnnot,2,emendation|denominate
eilmps,2,impels|simple
aehrt,4,earth|hater|harte|heart
aacclru,2,accrual|caracul
deirw,3,wired|weird|wider
abeilor,2,alberio|albireo
eelrstt,3,trestle|letters|settler
aginrst,2,staring|ratings
acenos,2,oceans|canoes
alotuy,2,outlay|layout
beenstu,2,steuben|subteen
aaginrrs,2,srinagar|arraigns
eiprss,2,spires|prises
cenoorrs,2,crooners|coroners
eghhit,2,height|eighth
dehos,2,hosed|shoed
deggru,2,rugged|grudge
adlny,2,lynda|dylan
cinost,2,tocsin|tonics
adegnrr,2,gardner|grander
defmor,2,deform|formed
derstu,3,rusted|duster|rudest
aeilnst,3,salient|entails|saltine
aglo,3,gaol|olga|goal
ceiostx,2,exotics|coexist
egirstu,2,gustier|gutsier
delw,2,lewd|weld
defil,4,filed|field|flied|fidel
acehlst,3,satchel|latches|chalets
aegst,2,gates|stage
adlnpu,2,upland|dunlap
cehikstt,3,thickets|thickest|thickset
eghin,2,neigh|hinge
aelrx,2,relax|laxer
aamrstu,2,sumatra|traumas
acenrst,4,trances|canters|scanter|recants
cdeenor,2,encoder|encored
acins,2,incas|cains
acnst,2,scant|cants
aadn,2,dana|adan
eeenprrst,2,presenter|represent
eeiprrss,2,reprises|respires
aerrst,4,rarest|arrest|sartre|raster
cmsu,2,cums|scum
ggiilnns,2,singling|slinging
defilrt,2,flirted|trifled
aeeglnr,2,enlarge|general
adeennrs,2,ensnared|andersen
ehorsv,2,hovers|shrove
acehnsst,3,chastens|stanches|snatches
hknu,2,hunk|kuhn
aeiinnstu,2,insinuate|annuities
acdeeimst,2,medicates|decimates
eestw,2,weest|sweet
acehrt,2,thrace|cather
aginorst,2,organist|roasting
loss,2,loss|sols
ahrt,2,thar|hart
eksy,2,keys|skye
addeegnr,2,gardened|deranged
mstu,3,must|smut|tums
adoty,2,today|toady
addeest,2,sedated|deadest
clot,2,clot|colt
aefrs,3,safer|fears|fares
ademosy,2,samoyed|someday
eioprsst,2,ripostes|prosiest
aeltx,2,exalt|latex
ceeinorst,2,secretion|erections
aimms,2,maims|imams
beirt,2,tiber|tribe
deooprt,2,trooped|torpedo
acenrt,5,trance|recant|cretan|nectar|canter
aceilprs,2,calipers|replicas
aenrst,2,sterna|astern
ads,2,sad|ads
aerstv,3,vaster|averts|starve
ehlrstu,2,hurtles|hustler
bnoo,2,boon|bono
achisty,2,scythia|chasity
acessu,2,causes|sauces
hosst,2,shots|hosts
ags,2,gas|sag
cdeiprst,2,scripted|predicts
ahirs,2,shari|hairs
bdeinr,3,inbred|binder|rebind
cdeeiorrssv,2,discoverers|rediscovers
ipt,2,pit|tip
ceeinnss,2,incenses|niceness
erssstu,2,russets|trusses
deilp,2,plied|piled
adiry,2,diary|dairy
aelpt,5,pleat|plate|leapt|petal|patel
cenorstu,4,trounces|recounts|construe|counters
ceeiprs,3,precise|pierces|recipes
acelprs,4,scalper|carpels|placers|parcels
eelrv,2,lever|revel
ginoppst,2,toppings|stopping
eiillooqssu,2,soliloquies|soliloquise
acinostu,2,auctions|cautions
einpru,2,punier|unripe
osttu,2,touts|stout
ajntu,2,junta|jaunt
eellrst,2,tellers|retells
belmrtu,2,tumbler|tumbrel
irstw,2,wrist|writs
agns,3,sang|nags|snag
aekrst,3,skater|takers|streak
imost,2,omits|moist
ceiklnr,2,clinker|crinkle
acips,2,spica|aspic
bde,2,bed|deb
eenprst,3,present|serpent|repents
cenortu,3,trounce|counter|recount
eeehstt,2,teethes|esthete
aekw,2,wake|weak
lostu,2,lotus|louts
deflnos,2,fondles|enfolds
nor,2,ron|nor
enorss,2,snores|sensor
efginr,2,finger|fringe
aerz,2,raze|ezra
ehilost,2,holiest|hostile
aehpss,2,shapes|phases
deenrs,3,denser|sender|resend
beosss,2,obsess|bosses
abeillry,2,reliably|blearily
ceorrss,2,scorers|crosser
deil,3,idle|lied|deli
adeipr,3,repaid|diaper|paired
aimost,2,taoism|maoist
aehhst,2,sheath|heaths
ahstw,3,whats|thaws|swath
abilr,2,blair|libra
aehimpsst,2,shipmates|steamship
abesst,3,basest|bastes|beasts
cnostu,3,tuscon|counts|tucson
aeenrr,2,nearer|earner
eefhrrs,2,fresher|refresh
aefr,2,fear|fare
adenrsw,3,wanders|wardens|andrews
eeprsst,2,presets|pesters
aceelrt,2,electra|treacle
agiilnost,2,isolating|intaglios
bdelu,2,blued|lubed
bekoor,2,booker|brooke
eeeinprrrstt,2,reinterprets|interpreters
eeeiimnprssssv,2,impressiveness|permissiveness
alostuy,2,outlays|layouts
eeerttw,2,tweeter|retweet
aaprst,2,satrap|sparta
ciopst,2,topics|optics
adeegnrr,2,garnered|gardener
aep,2,pea|ape
eipps,2,pepsi|pipes
aaeilmnprst,2,parliaments|paternalism
eorsty,4,tyroes|troyes|oyster|storey
entt,2,tent|nett
cdeeilns,3,licensed|silenced|declines
elnor,3,loren|loner|enrol
adeeenrtv,2,venerated|enervated
abls,3,labs|slab|albs
giiklnn,3,inkling|kilning|linking
eelnor,2,lenore|lorene
adehms,2,shamed|mashed
ajnos,3,jonas|jason|sonja
ailottty,2,tolyatti|totality
aggin,2,nigga|aging
ddeefnru,2,underfed|refunded
achpt,2,chapt|patch
ceorsst,3,sectors|escorts|corsets
aeimrst,2,maestri|artemis
cefginorsu,2,configures|refocusing
eels,3,else|lees|eels
ggiknos,2,ginkgos|gingkos
dooru,2,douro|odour
cost,3,scot|cost|cots
eginnst,2,tensing|nesting
adeilrt,2,trailed|trialed
ehistt,2,tithes|theist
acilsv,3,slavic|cavils|vlasic
acemprs,2,scamper|campers
cenrsstu,2,curtness|encrusts
deikln,3,linked|kilned|kindle
bors,2,orbs|robs
agilnrstt,2,rattlings|startling
agst,2,tags|stag
admno,2,damon|nomad
lprsu,2,slurp|purls
eint,2,tine|nite
cilo,3,loci|clio|coil
deenrsu,2,endures|ensured
aelnru,3,unreal|lauren|neural
chmu,2,much|chum
eortt,2,torte|otter
enrsu,2,runes|nurse
cdlos,3,clods|colds|scold
aefmrr,2,framer|farmer
eiiioprrst,2,prioritise|priorities
deenrv,3,nerved|vender|denver
adginor,2,adoring|gordian
aeels,2,easel|lease
deeins,2,denise|denies
aeginnt,3,anteing|gentian|antigen
enos,5,enos|ones|nose|noes|eons
denoprs,2,ponders|respond
ceilmops,3,polemics|complies|compiles
bdeeill,2,libeled|bellied
aclsu,2,claus|lucas
eimnstt,2,smitten|mittens
got,2,tog|got
deorv,3,dover|drove|roved
aeprrsy,2,prayers|sprayer
eelrsv,2,revels|levers
deirrs,2,riders|driers
aeinrstt,2,nitrates|straiten
aceimpss,2,escapism|scampies
cdinostu,2,discount|conduits
aceehls,2,leaches|chelsea
eilnpsu,2,lineups|lupines
aeeinnortv,2,veneration|enervation
ceirrstu,2,crustier|recruits
aensw,2,wanes|weans
deot,2,toed|dote
ddegir,2,girded|ridged
aglss,2,glass|slags
adefilnot,2,deflation|defoliant
acghinnst,2,snatching|stanching
adeilpsttu,2,stipulated|platitudes
aeglor,2,galore|gaoler
cdeefiirt,2,certified|rectified
ansty,2,tansy|nasty
brsu,2,burs|rubs
ceehrs,2,escher|cheers
aloprst,2,patrols|portals
aceegiorst,2,categories|categorise
afginrt,2,farting|rafting
cceilr,2,circle|cleric
eeoprssss,2,repossess|espressos
acdertu,2,decatur|traduce
deeeinnrtv,2,reinvented|intervened
eeiklmort,2,kilometre|kilometer
elorss,2,lessor|losers
eilnsv,2,livens|snivel
aeirs,4,aries|arise|raise|aires
ccorsu,3,succor|occurs|crocus
abefgilrss,2,fiberglass|fibreglass
aehsv,2,shave|haves
aeeimnnortu,2,mountaineer|enumeration
ahmnu,2,nahum|human
adeilprs,2,spiraled|lipreads
adenpps,2,snapped|appends
ast,2,sat|ats
aegiinnrstt,2,straitening|reinstating
deos,3,dose|odes|does
eiqtu,2,quite|quiet
cddeeer,2,decreed|receded
aginprs,4,rasping|sparing|parsing|parings
derry,2,dryer|ryder
cdeeirrt,2,redirect|directer
amrst,3,trams|marts|smart
dehlru,2,hurled|hurdle
egm,2,meg|gem
imnot,2,timon|minot
aehnsy,2,haynes|hyenas
ehirsv,2,shiver|shrive
abdekr,3,braked|barked|debark
ehinr,2,rhine|henri
cdnoor,2,condor|cordon
ceiimorst,2,isometric|eroticism
acelmor,2,carmelo|marcelo
aelnrst,2,rentals|antlers
aelt,4,leta|tale|teal|late
acinot,2,cation|action
alsy,2,slay|lays
aderrst,3,traders|starred|retards
abell,2,label|bella
gnu,2,gun|gnu
degiint,3,editing|ignited|dieting
acelrst,3,scarlet|cartels|clarets
efir,2,rife|fire
aderw,2,wader|dewar
aeginr,2,regina|regain
eeeinnrst,2,ernestine|internees
aensv,3,evans|vanes|naves
aceilr,2,lacier|claire
ekops,2,spoke|pokes
bdeist,2,bidets|debits
aalr,3,alar|aral|lara
eoprs,5,poser|pores|ropes|prose|spore
aersst,4,tasers|stares|asters|assert
enor,2,nero|reno
epsstu,2,upsets|setups
adelr,2,alder|adler
aegnor,2,genaro|orange
emos,2,some|emos
agps,2,gaps|gasp
afnsu,2,snafu|fauns
aailmn,3,animal|malian|manila
deelpy,2,yelped|deeply
aersttw,2,stewart|swatter
eissw,2,weiss|wises
ffgiinr,2,griffin|riffing
bsuy,2,busy|buys
aeeirstw,2,weariest|sweatier
eiorrst,2,roister|rioters
aghns,2,gnash|hangs
aefl,2,flea|leaf
eelp,2,peel|pele
inopst,4,pitons|pintos|points|piston
acdeln,2,candle|lanced
efirstu,2,fustier|surfeit
aclo,2,coal|cola
eekls,3,sleek|keels|leeks
acehrst,2,archest|chaster
effis,2,fiefs|fifes
delosw,2,dowels|slowed
bcrsu,2,scrub|curbs
dehinosst,2,hedonists|dishonest
ceeipr,2,recipe|pierce
adejrstu,2,adjuster|readjust
aeprstu,2,pasteur|pasture
estv,2,vets|vest
bginor,2,boring|robing
adeginrt,2,gradient|treading
adell,2,ladle|della
aeginrs,3,regains|erasing|searing
enorst,5,stoner|nestor|sterno|tenors|tensor
addehs,2,shaded|dashed
aeimnrs,3,remains|marines|seminar
chko,2,koch|hock
ginostu,2,ousting|outings
deims,2,dimes|deism
anno,2,anon|nona
aghilmort,2,logarithm|algorithm
deenrt,2,tender|rented
delos,3,doles|lodes|soled
aepry,3,payer|peary|repay
aginrsty,2,straying|stingray
eikr,2,keri|erik
aelrtv,2,varlet|travel
abekr,3,baker|brake|break
eloorst,2,looters|retools
aenrssw,2,rawness|answers
acorsst,2,castors|costars
aknor,2,akron|koran
eefnortw,2,freetown|forewent
ceiinss,2,incises|iciness
adegrty,2,tragedy|gyrated
aceghint,2,cheating|teaching
amr,3,mar|arm|ram
ilno,3,olin|lion|loin
adev,2,veda|dave
eirsst,2,sister|resist
eeinrstu,2,reunites|retinues
aelrstw,2,wastrel|walters
aceinnoss,2,canonises|ascension
been,2,eben|been
deeimrt,3,demerit|merited|mitered
adimst,2,amidst|admits
aegorst,2,storage|garotes
abdry,2,brady|darby
arstw,2,straw|warts
eeiqrtu,2,requite|quieter
abdel,2,blade|baled
acelpr,3,parcel|carpel|placer
eeilprsuv,2,pulverise|repulsive
adeemnnr,2,menander|mannered
cehist,2,ethics|itches
dehirst,2,dithers|shirted
eoprss,2,spores|posers
coprs,2,corps|crops
aejn,2,jean|jane
ceeprst,5,spectre|sceptre|specter|scepter|respect
eeirstv,2,restive|veriest
eeinsv,2,nieves|envies
egiilnrv,2,reviling|reliving
aeginst,2,teasing|seating
aenprt,2,entrap|parent
amny,2,many|myna
aellru,2,laurel|allure
aenp,3,pane|nape|pena
giinrv,2,virgin|irving
acghinpt,2,patching|nightcap
addert,2,darted|traded
aelprstt,3,prattles|platters|splatter
celnoos,2,colones|console
host,2,shot|host
aeinprrst,2,transpire|terrapins
cceehkr,2,checker|recheck
aeprrs,2,parser|sparer
aelss,2,seals|sales
egorr,3,regor|roger|reorg
aceilnor,2,caroline|cornelia
ins,2,ins|sin
amory,2,mayor|moray
einooprs,2,snoopier|poisoner
ademr,2,armed|dream
alnos,3,sloan|salon|loans
acceemnorsttu,2,accoutrements|accouterments
acehmrrs,2,marchers|charmers
aamnn,2,annam|manna
iklls,2,skill|kills
ailnst,3,latins|instal|stalin
apst,4,taps|spat|past|pats
esu,2,sue|use
afor,2,fora|afro
abehrst,2,breaths|bathers
acst,4,cast|acts|scat|cats
dioprt,2,tripod|torpid
deortu,3,routed|toured|detour
adeehr,2,adhere|header
cdeiinnoorst,2,reconditions|conditioners
elpt,2,lept|pelt
aeinstv,3,natives|naivest|vainest
bnsu,3,snub|nubs|buns
amt,2,tam|mat
fglo,2,golf|flog
adepr,4,padre|drape|raped|pared
ckmos,2,mocks|smock
aceelns,2,scalene|cleanse
denorsu,2,resound|sounder
dinstu,2,nudist|dustin
eellno,2,leonel|noelle
aagillmnry,2,alarmingly|marginally
eefrst,2,freest|fester
addenr,2,dander|darned
aaegsssu,2,sausages|assuages
cenosstu,2,countess|contuses
ddegnu,2,dunged|nudged
aaeilrv,2,valeria|valarie
eiprst,4,priest|stripe|ripest|sprite
egiilsttz,2,stieglitz|glitziest
bnor,2,brno|born
adeeiss,2,seaside|disease
eersstt,4,testers|setters|streets|tersest
adeest,3,seated|sedate|teased
aeorstt,3,toaster|rotates|rosetta
aehnt,2,ethan|neath
acipr,2,capri|carpi
eilorst,2,toilers|loiters
adelt,2,delta|dealt
cdeiorrt,2,director|creditor
eelprs,2,repels|lepers
aegimr,3,gamier|margie|mirage
acersv,2,carves|craves
ddeeims,2,demised|misdeed
eilpry,2,ripely|ripley
ahst,2,hats|shat
aabcfhkls,2,flashback|halfbacks
ceinprs,2,princes|pincers
agilnsv,2,salving|slaving
deeiinsst,2,destinies|densities
aghinssw,2,washings|swashing
aclpss,2,clasps|scalps
eipsw,2,wipes|swipe
ailrst,2,trails|trials
eellrt,2,retell|teller
ainv,2,vain|ivan
adeelnr,3,darlene|learned|leander
amnos,3,moans|mason|osman
eemrst,3,metres|merest|meters
eilnt,2,intel|inlet
aeilnor,2,loraine|aileron
hoost,3,sooth|shoot|hoots
nosty,2,stony|tyson
adddeemn,2,maddened|demanded
ceefprst,2,perfects|prefects
adeeln,2,leaden|leaned
eflrstu,2,restful|fluster
deiks,2,skied|dikes
isttu,2,titus|tutsi
aceiimnorst,2,romanticise|creationism
ddeir,2,redid|dried
aegilnst,2,stealing|genitals
abstu,3,tabus|tubas|abuts
ciopt,2,topic|optic
ehnor,3,heron|rhone|horne
aaimnr,4,airman|marina|marian|armani
aeghnorv,2,hangover|overhang
cdelnoos,2,consoled|condoles
aelnr,2,renal|learn
aeenntt,2,nanette|annette
abdeeist,2,beadiest|diabetes
deegs,2,edges|sedge
eenopr,2,reopen|opener
abeillr,2,braille|liberal
eefilst,2,liefest|lefties
acenrsv,2,caverns|cravens
adegrrs,2,graders|regards
aegopst,2,gestapo|postage
dennstu,2,stunned|dunnest
dmooorww,2,wormwood|woodworm
adgr,2,grad|drag
blost,2,bolts|blots
ijno,2,joni|join
deglno,2,golden|longed
eirsttt,2,titters|tritest
cdeeorst,2,escorted|corseted
eelsst,2,sleets|steels
addelr,2,larded|ladder
ainnost,2,nations|anoints
adeiln,4,daniel|nailed|alined|denial
ddeent,2,tended|dented
aceprs,5,crapes|recaps|scrape|capers|parsec
acr,3,car|arc|rca
aeinprst,4,pertains|painters|repaints|pantries
acer,3,race|acre|care
deinors,2,rosined|indorse
eenrw,2,newer|renew
bgos,2,bogs|gobs
abdir,3,baird|rabid|braid
blot,2,bolt|blot
abdeginr,2,bearding|breading
abdegr,3,badger|garbed|barged
ahhs,2,hash|shah
aeegrs,2,agrees|grease
apsst,2,spats|pasts
acdeerrt,3,terraced|retraced|cratered
epru,2,pure|peru
cefgiinrty,2,certifying|rectifying
aalmnoy,2,anomaly|layamon
ehilstt,2,thistle|lithest
bnrtu,2,burnt|brunt
cddeinostu,2,discounted|deductions
ghilopstt,2,stoplight|spotlight
eeiilnrst,2,listerine|resilient
inors,2,irons|rosin
aeilnot,2,toenail|elation
efflrtu,2,fretful|truffle
cdeo,2,code|coed
acddein,2,candied|candide
aeprs,7,rapes|pares|parse|pears|spear|reaps|spare
lnoy,2,lyon|only
ehnorst,3,shorten|hornets|thrones
adeirrt,2,tarried|tardier
eiklr,2,rilke|liker
afrst,3,rafts|frats|farts
aceilmrs,2,reclaims|miracles
aelms,5,meals|salem|selma|males|lames
ioqtu,2,quoit|quito
adeoprrt,4,predator|parroted|prorated|teardrop
aeerrssu,2,erasures|reassure
aenoopsst,2,teaspoons|soapstone
abbdefiorr,2,fiberboard|fibreboard
cosst,2,scots|costs
aclors,3,carlos|corals|carols
ablms,2,lambs|balms
aehl,3,heal|leah|hale
instt,2,tints|stint
adeegnrs,3,grenades|grandees|deranges
ailpu,2,pauli|pilau
acmry,2,camry|marcy
air,2,air|ira
enop,4,peon|nope|pone|open
ilst,3,silt|list|slit
ddeiov,2,devoid|voided
censt,2,scent|cents
eglorv,2,glover|grovel
deilo,2,oiled|oldie
cdelru,2,curled|curdle
aiorsuv,2,various|saviour
acegimnr,2,germanic|creaming
celrtuy,2,cutlery|cruelty
enrt,2,rent|tern
aelnp,4,nepal|plane|panel|penal
adehprs,3,phrased|sharped|shepard
aaelnn,2,leanna|anneal
aeiprsst,3,traipses|raspiest|pastries
aeimnnost,2,nominates|minnesota
eiqrsu,2,squire|quires
achlors,2,chorals|scholar
deeemrt,2,demeter|metered
acfils,2,califs|fiscal
eeirrst,2,retries|retires
entw,2,went|newt
eiiilllmrst,2,millilitres|milliliters
ekorst,2,stoker|stroke
crstu,2,crust|curst
aehrss,3,shares|rashes|shears
abelnu,2,nebula|unable
bglos,2,blogs|globs
aacdhnr,2,chandra|handcar
adeoprrty,2,predatory|portrayed
efin,2,enif|fine
bkrsu,2,burks|brusk
aabcdeorrst,2,broadcaster|rebroadcast
acdehmr,2,marched|charmed
nstu,3,nuts|stun|tuns
eeginrrsv,2,reversing|reserving
ehlls,2,shell|hells
ehss,2,hess|shes
ailsu,2,luisa|laius
adinsv,2,viands|divans
eflsu,2,fuels|flues
aeiprss,3,aspires|praises|spireas
deru,2,rude|rued
acly,2,lacy|clay
eeenrv,2,veneer|evener
adeeistv,2,deviates|sedative
addemns,2,demands|maddens
deiilmt,2,limited|delimit
adeforrstw,2,afterwords|forwardest
aaegilnpp,2,appealing|lagniappe
acehkls,2,shackle|hackles
deilss,2,slides|sidles
gilnoop,2,looping|pooling
aaacmrs,2,maracas|mascara
deeepst,2,steeped|deepest
dgiinss,2,sidings|dissing
ginst,2,tings|sting
instu,2,units|tunis
cino,2,icon|coin
elpst,3,slept|pelts|spelt
eehinrt,2,therein|neither
beorsst,2,sorbets|strobes
accersu,2,accrues|accuser
deo,2,doe|ode
glpu,2,plug|gulp
egiilnnst,3,enlisting|tinseling|listening
adelnr,2,lander|lenard
ceenrst,2,centres|centers
acmr,2,marc|cram
acdilnor,2,alcindor|ironclad
acprs,3,carps|craps|scrap
cdeinrs,3,discern|rescind|cinders
